epoch,g1,g2,g3,g4
191,0.118490,0.141232,0.141076,0.166916
192,0.118521,0.141215,0.141071,0.166937
193,0.118504,0.141324,0.141178,0.166961
194,0.118546,0.141437,0.141223,0.167123
195,0.118562,0.141508,0.141202,0.167080
196,0.118774,0.141633,0.141151,0.167032
197,0.118750,0.141711,0.141127,0.167069
198,0.118790,0.141745,0.141152,0.167156
199,0.118849,0.141742,0.141156,0.167174
200,0.118856,0.141757,0.141068,0.167244
201,0.118835,0.141752,0.141218,0.167272
202,0.118926,0.141715,0.141238,0.167178
203,0.118937,0.141747,0.141287,0.167151
204,0.118964,0.141937,0.141242,0.167201
205,0.119060,0.141879,0.141246,0.167218
206,0.119089,0.141921,0.141259,0.167321
207,0.119126,0.141929,0.141221,0.167242
208,0.119202,0.141906,0.141283,0.167271
209,0.119292,0.141936,0.141260,0.167388
210,0.119306,0.141988,0.141281,0.167409
211,0.119351,0.142057,0.141196,0.167380
212,0.119410,0.142094,0.141238,0.167489
213,0.119512,0.142126,0.141319,0.167402
214,0.119546,0.142168,0.141329,0.167391
215,0.119506,0.142158,0.141295,0.167441
216,0.119559,0.142226,0.141272,0.167407
217,0.119593,0.142231,0.141283,0.167417
218,0.119544,0.142262,0.141315,0.167435
219,0.119561,0.142374,0.141255,0.167508
220,0.119622,0.142353,0.141335,0.167508
221,0.119649,0.142406,0.141339,0.167522
222,0.119660,0.142428,0.141326,0.167557
223,0.119665,0.142423,0.141348,0.167582
224,0.119709,0.142426,0.141296,0.167580
225,0.119653,0.142448,0.141304,0.167561
226,0.119707,0.142523,0.141279,0.167632
227,0.119705,0.142499,0.141331,0.167568
228,0.119751,0.142563,0.141344,0.167608
229,0.119866,0.142548,0.141311,0.167625
230,0.119841,0.142583,0.141313,0.167652
231,0.119847,0.142597,0.141309,0.167678
232,0.119874,0.142561,0.141298,0.167676
233,0.119883,0.142610,0.141295,0.167663
234,0.119846,0.142567,0.141226,0.167597
235,0.119895,0.142607,0.141243,0.167607
236,0.119896,0.142624,0.141254,0.167668
237,0.119908,0.142694,0.141253,0.167604
238,0.119944,0.142748,0.141228,0.167684
239,0.119973,0.142741,0.141192,0.167659
240,0.119992,0.142694,0.141228,0.167646
241,0.120020,0.142706,0.141258,0.167662
242,0.119989,0.142695,0.141237,0.167649
243,0.120028,0.142688,0.141197,0.167594
244,0.120024,0.142745,0.141166,0.167600
245,0.120039,0.142770,0.141184,0.167619
246,0.120076,0.142770,0.141180,0.167596
247,0.120074,0.142754,0.141175,0.167632
248,0.120106,0.142755,0.141150,0.167560
249,0.120110,0.142806,0.141165,0.167558
250,0.120126,0.142796,0.141164,0.167551
251,0.120114,0.142843,0.141137,0.167563
252,0.120125,0.142807,0.141149,0.167561
253,0.120146,0.142794,0.141165,0.167517
254,0.120149,0.142809,0.141169,0.167475
255,0.120172,0.142841,0.141123,0.167510
256,0.120173,0.142879,0.141141,0.167497
257,0.120196,0.142868,0.141129,0.167510
258,0.120194,0.142897,0.141114,0.167491
259,0.120207,0.142871,0.141141,0.167492
260,0.120219,0.142876,0.141140,0.167465
261,0.120215,0.142910,0.141132,0.167454
262,0.120235,0.142935,0.141105,0.167498
263,0.120229,0.142948,0.141105,0.167468
264,0.120236,0.142952,0.141116,0.167441
265,0.120249,0.142957,0.141105,0.167442
266,0.120252,0.142965,0.141101,0.167443
267,0.120260,0.142968,0.141098,0.167404
268,0.120273,0.142964,0.141110,0.167434
269,0.120278,0.142950,0.141102,0.167427
270,0.120289,0.142976,0.141111,0.167424
271,0.120298,0.142961,0.141104,0.167410
272,0.120315,0.142961,0.141096,0.167396
273,0.120320,0.142969,0.141092,0.167372
274,0.120315,0.142980,0.141076,0.167366
275,0.120335,0.142982,0.141076,0.167377
276,0.120346,0.142988,0.141079,0.167372
277,0.120354,0.142984,0.141075,0.167371
278,0.120353,0.142997,0.141074,0.167360
279,0.120353,0.142999,0.141065,0.167353
280,0.120355,0.143003,0.141067,0.167347
281,0.120349,0.143008,0.141060,0.167352
282,0.120365,0.142990,0.141058,0.167337
283,0.120375,0.143000,0.141059,0.167332
284,0.120379,0.142991,0.141048,0.167335
285,0.120387,0.142989,0.141052,0.167321
286,0.120387,0.142996,0.141053,0.167309
287,0.120391,0.142996,0.141047,0.167305
288,0.120387,0.142999,0.141039,0.167302
289,0.120390,0.142999,0.141032,0.167311
290,0.120387,0.143001,0.141037,0.167310
291,0.120396,0.143008,0.141036,0.167296
292,0.120394,0.143018,0.141036,0.167292
293,0.120399,0.143015,0.141031,0.167286
294,0.120402,0.143011,0.141028,0.167278
295,0.120404,0.143014,0.141021,0.167270
296,0.120410,0.143018,0.141023,0.167268
297,0.120412,0.143009,0.141019,0.167261
298,0.120411,0.143014,0.141015,0.167262
299,0.120414,0.143015,0.141016,0.167261
300,0.120416,0.143014,0.141014,0.167249
