epoch,g2,g3,g4,g5
99,0.098388,0.105548,0.090463,0.088092
100,0.098623,0.105509,0.090706,0.087994
101,0.098514,0.105433,0.090898,0.088032
102,0.098792,0.105486,0.090973,0.087863
103,0.098378,0.105868,0.091226,0.087975
104,0.098383,0.105877,0.091161,0.088240
105,0.098623,0.106017,0.090768,0.088227
106,0.098374,0.105926,0.090674,0.088213
107,0.098687,0.106037,0.090701,0.088469
108,0.098936,0.106372,0.090830,0.088526
109,0.098935,0.106364,0.090853,0.088778
110,0.098764,0.106109,0.091047,0.088903
111,0.099009,0.105891,0.091491,0.088769
112,0.098755,0.105956,0.091681,0.088785
113,0.098805,0.106081,0.091617,0.089006
114,0.099032,0.106274,0.091331,0.089161
115,0.098859,0.106221,0.091372,0.089329
116,0.098874,0.106333,0.091692,0.089173
117,0.098956,0.106479,0.091669,0.089278
118,0.098915,0.106367,0.091686,0.089496
119,0.098922,0.106308,0.091885,0.089638
120,0.098971,0.106736,0.091739,0.089595
121,0.099123,0.106565,0.091746,0.089773
122,0.099231,0.106706,0.091746,0.089743
123,0.099252,0.106834,0.091875,0.089790
124,0.099210,0.106690,0.091950,0.089934
125,0.099416,0.106745,0.092120,0.090065
126,0.099202,0.106931,0.091887,0.090006
127,0.099160,0.106822,0.091808,0.090147
128,0.099232,0.106812,0.092056,0.089932
129,0.099317,0.106912,0.091813,0.090083
130,0.099223,0.107053,0.092010,0.090249
131,0.099299,0.107114,0.091994,0.090526
132,0.099473,0.107290,0.091776,0.090655
133,0.099419,0.107431,0.091939,0.090820
134,0.099268,0.107428,0.091717,0.090722
135,0.099231,0.107596,0.091609,0.090974
136,0.099145,0.107841,0.091748,0.091010
137,0.099237,0.107812,0.091789,0.091257
138,0.099171,0.107562,0.092021,0.091495
139,0.099490,0.107843,0.092087,0.091608
140,0.099413,0.107960,0.092400,0.091797
141,0.099636,0.107948,0.092351,0.092081
142,0.099488,0.108114,0.092631,0.092188
143,0.099616,0.108056,0.092626,0.092264
144,0.099591,0.108174,0.092681,0.092309
145,0.099443,0.107878,0.092552,0.092589
146,0.099542,0.108007,0.092593,0.092513
147,0.099572,0.108013,0.092500,0.092771
148,0.099602,0.108022,0.092548,0.092758
149,0.099528,0.107979,0.092733,0.093060
150,0.099586,0.108025,0.092763,0.093356
151,0.099803,0.108049,0.093119,0.093267
152,0.099904,0.108194,0.092895,0.093511
153,0.099759,0.108268,0.092769,0.093666
154,0.099812,0.108363,0.092508,0.093843
155,0.099575,0.108423,0.092596,0.093923
156,0.099862,0.108408,0.092814,0.094271
157,0.099896,0.108491,0.092852,0.094304
158,0.099900,0.108320,0.092980,0.094342
159,0.100139,0.108507,0.093024,0.094635
160,0.100200,0.108416,0.093169,0.094616
161,0.100130,0.108304,0.093224,0.094707
162,0.100061,0.108287,0.093179,0.094995
163,0.100080,0.108420,0.093418,0.094934
164,0.100070,0.108490,0.093720,0.095142
165,0.099942,0.108435,0.093682,0.095187
166,0.100264,0.108558,0.093711,0.095278
167,0.100198,0.108698,0.093787,0.095355
168,0.100101,0.108660,0.093765,0.095612
169,0.100174,0.108758,0.093925,0.095740
170,0.100195,0.108669,0.094093,0.095739
171,0.100133,0.108621,0.094202,0.095765
172,0.100162,0.108667,0.094171,0.096098
173,0.100230,0.108708,0.094267,0.096124
174,0.100185,0.108795,0.094043,0.096348
175,0.100208,0.108896,0.094054,0.096408
176,0.100125,0.108875,0.093769,0.096653
177,0.100332,0.109315,0.093782,0.096824
178,0.100187,0.109226,0.093865,0.096750
179,0.100129,0.109285,0.094038,0.096826
180,0.100202,0.109200,0.094185,0.096989
181,0.100125,0.109254,0.094095,0.097087
182,0.100300,0.109335,0.094172,0.097296
183,0.100426,0.109397,0.094128,0.097416
184,0.100468,0.109438,0.094259,0.097545
185,0.100300,0.109479,0.094369,0.097691
186,0.100396,0.109426,0.094475,0.097910
187,0.100425,0.109375,0.094520,0.098111
188,0.100465,0.109353,0.094505,0.098249
189,0.100571,0.109339,0.094630,0.098314
190,0.100483,0.109443,0.094634,0.098411
191,0.100564,0.109381,0.094701,0.098517
192,0.100473,0.109416,0.094830,0.098732
193,0.100584,0.109522,0.094756,0.098856
194,0.100577,0.109408,0.094740,0.099084
195,0.100592,0.109345,0.094732,0.099118
196,0.100696,0.109541,0.094800,0.099349
197,0.100659,0.109488,0.094911,0.099558
198,0.100652,0.109510,0.094913,0.099700
199,0.100604,0.109452,0.094926,0.099893
200,0.100707,0.109538,0.094983,0.099996
201,0.100676,0.109592,0.095088,0.099984
202,0.100698,0.109604,0.095126,0.100131
203,0.100691,0.109680,0.095116,0.100294
204,0.100642,0.109698,0.095200,0.100465
205,0.100728,0.109731,0.095181,0.100653
206,0.100743,0.109807,0.095299,0.100750
207,0.100802,0.109824,0.095263,0.100869
208,0.100869,0.109854,0.095398,0.100988
209,0.100764,0.109892,0.095488,0.101000
210,0.100845,0.109974,0.095465,0.101064
211,0.100814,0.110062,0.095503,0.101202
212,0.100847,0.110109,0.095571,0.101281
213,0.100822,0.110068,0.095693,0.101418
214,0.100874,0.110073,0.095749,0.101554
215,0.100825,0.110027,0.095932,0.101668
216,0.100863,0.110078,0.095932,0.101835
217,0.100835,0.110116,0.095970,0.101859
218,0.100817,0.110142,0.095880,0.101966
219,0.100839,0.110206,0.095905,0.101898
220,0.100899,0.110151,0.095971,0.102031
221,0.100919,0.110191,0.095982,0.102165
222,0.100976,0.110263,0.096087,0.102220
223,0.100898,0.110245,0.096108,0.102283
224,0.100931,0.110300,0.096204,0.102488
225,0.100899,0.110202,0.096188,0.102598
226,0.100900,0.110166,0.096270,0.102705
227,0.100962,0.110214,0.096344,0.102775
228,0.100949,0.110245,0.096399,0.102937
229,0.101034,0.110299,0.096435,0.102953
230,0.101029,0.110294,0.096529,0.103046
231,0.100975,0.110337,0.096520,0.103231
232,0.101019,0.110366,0.096581,0.103296
233,0.101028,0.110370,0.096527,0.103362
234,0.101015,0.110394,0.096525,0.103425
235,0.101032,0.110373,0.096581,0.103486
236,0.100976,0.110393,0.096563,0.103578
237,0.100999,0.110435,0.096563,0.103651
238,0.101029,0.110487,0.096603,0.103735
239,0.101041,0.110467,0.096647,0.103787
240,0.101063,0.110473,0.096639,0.103841
241,0.101107,0.110516,0.096652,0.103911
242,0.101094,0.110522,0.096650,0.103981
243,0.101114,0.110522,0.096726,0.104035
244,0.101073,0.110536,0.096740,0.104090
245,0.101104,0.110519,0.096719,0.104125
246,0.101098,0.110508,0.096788,0.104213
247,0.101105,0.110544,0.096831,0.104301
248,0.101106,0.110545,0.096909,0.104368
249,0.101125,0.110550,0.096920,0.104380
250,0.101093,0.110563,0.096973,0.104439
251,0.101128,0.110529,0.096963,0.104494
252,0.101153,0.110532,0.096968,0.104570
253,0.101171,0.110551,0.097006,0.104621
254,0.101142,0.110516,0.097034,0.104653
255,0.101164,0.110537,0.097071,0.104684
256,0.101165,0.110548,0.097085,0.104735
257,0.101160,0.110576,0.097079,0.104758
258,0.101136,0.110600,0.097111,0.104815
259,0.101171,0.110621,0.097096,0.104874
260,0.101175,0.110640,0.097123,0.104935
261,0.101187,0.110655,0.097157,0.104959
262,0.101172,0.110639,0.097185,0.105004
263,0.101164,0.110647,0.097215,0.105024
264,0.101177,0.110656,0.097213,0.105059
265,0.101200,0.110638,0.097226,0.105091
266,0.101198,0.110644,0.097219,0.105134
267,0.101192,0.110651,0.097220,0.105193
268,0.101173,0.110654,0.097224,0.105225
269,0.101185,0.110645,0.097229,0.105243
270,0.101197,0.110641,0.097242,0.105279
271,0.101189,0.110634,0.097255,0.105310
272,0.101172,0.110636,0.097276,0.105349
273,0.101178,0.110645,0.097301,0.105360
274,0.101187,0.110646,0.097304,0.105373
275,0.101201,0.110665,0.097310,0.105412
276,0.101189,0.110677,0.097317,0.105431
277,0.101198,0.110686,0.097318,0.105458
278,0.101204,0.110684,0.097324,0.105475
279,0.101213,0.110684,0.097328,0.105489
280,0.101217,0.110701,0.097340,0.105515
281,0.101209,0.110703,0.097328,0.105548
282,0.101217,0.110709,0.097334,0.105567
283,0.101220,0.110716,0.097342,0.105573
284,0.101222,0.110718,0.097352,0.105589
285,0.101234,0.110721,0.097353,0.105608
286,0.101237,0.110721,0.097367,0.105625
287,0.101228,0.110731,0.097375,0.105641
288,0.101221,0.110731,0.097366,0.105664
289,0.101214,0.110738,0.097366,0.105681
290,0.101214,0.110741,0.097367,0.105694
291,0.101218,0.110739,0.097369,0.105708
292,0.101221,0.110748,0.097376,0.105712
293,0.101219,0.110750,0.097378,0.105726
294,0.101217,0.110751,0.097385,0.105739
295,0.101215,0.110753,0.097395,0.105753
296,0.101215,0.110758,0.097401,0.105764
297,0.101219,0.110758,0.097405,0.105774
298,0.101224,0.110757,0.097407,0.105786
299,0.101225,0.110756,0.097409,0.105801
300,0.101226,0.110759,0.097414,0.105806
